Tanggal,suhu,kelembapan,curah hujan,kecepatan angin harian
2020-10-05,26.9,86,7,4
2020-10-06,27.5,86,0,5
2020-10-07,26.7,88,0,5
2020-10-08,27.5,87,1,5
2020-10-09,27.1,87,3.8,5
2020-10-10,27.1,85,0.8,4
2020-10-11,27.6,87,6.4,5
2020-10-12,26.6,90,8888,5
2020-10-13,26.2,91,3.9,5
2020-10-14,26.1,89,16.2,5
2020-10-15,27.4,86,7.7,5
2020-10-16,27.9,83,0,5
2020-10-17,27.7,88,0.1,5
2020-10-18,28.6,78,8888,5
2020-10-19,27.8,84,0,2
2020-10-20,27.5,85,48.5,2
2020-10-21,27.2,90,0.1,2
2020-10-22,26.7,87,1.3,2
2020-10-23,27.4,86,0.2,2
2020-10-24,27.2,88,1.6,2
2020-10-25,27.1,84,10.3,2
2020-10-26,26.7,91,5.1,1
2020-10-27,27.6,87,0.3,2
2020-10-28,27.7,86,26,2
2020-10-29,27.5,88,0.1,3
2020-10-30,27.6,85,0,2
2020-10-31,27.1,90,18.2,3
2020-11-01,26.5,90,3.1,2
2020-11-02,26.6,92,1.5,3
2020-11-03,26.6,88,1.1,3
2020-11-04,26.4,88,5.3,2
2020-11-05,27,89,0,3
2020-11-06,27.1,82,0,2
2020-11-07,26.3,91,0,2
2020-11-08,27.1,88,10.1,3
2020-11-09,26.2,89,0.1,2
2020-11-10,26.5,88,0,1
2020-11-11,27.8,86,1.1,2
2020-11-12,25.9,94,0,1
2020-11-13,26.7,92,1.3,2
2020-11-14,26.9,90,1.2,2
2020-11-15,26.3,93,0.1,2
2020-11-16,26.6,90,5,3
2020-11-17,26.5,85,54.9,2
2020-11-18,26.8,89,0.3,2
2020-11-19,27.2,87,0.1,2
2020-11-20,26.9,91,18.9,2
2020-11-21,26.4,94,0.1,2
2020-11-22,25.3,95,70.1,3
2020-11-23,25.3,94,19,3
2020-11-24,25.7,94,29.7,3
2020-11-25,26.6,90,15.5,3
2020-11-26,26.8,90,0,3
2020-11-27,26.5,94,0.7,3
2020-11-28,26,91,12.1,3
2020-11-29,26.7,89,19.6,2
2020-11-30,27.2,88,0.2,3
2020-12-01,26.9,89,2.2,3
2020-12-02,26.4,87,36.3,3
2020-12-03,27.3,87,2.7,4
2020-12-04,25.5,95,0.3,2
2020-12-05,26,90,14.8,3
2020-12-06,26.3,90,10.1,2
2020-12-07,27.4,87,0,3
2020-12-08,26.7,87,0,2
2020-12-09,27.1,90,0,2
2020-12-10,26.9,87,0,3
2020-12-11,27,86,8888,2
2020-12-12,26.8,85,0.4,3
2020-12-13,25.5,91,30,2
2020-12-14,26.3,90,0,2
2020-12-15,27,88,0.5,3
2020-12-16,26.4,87,4.3,2
2020-12-17,25.9,90,3.5,3
2020-12-18,25.8,91,2,2
2020-12-19,26.4,88,2.1,3
2020-12-20,25.6,92,0,2
2020-12-21,26.6,90,0.1,3
2020-12-22,25.3,92,0,2
2020-12-23,26.3,88,37.1,3
2020-12-24,27,82,0,2
2020-12-25,27.1,85,0.9,2
2020-12-26,24.6,96,25.5,2
2020-12-27,26.8,89,10.9,2
2020-12-28,26.3,88,0,2
2020-12-29,27,87,8888,2
2020-12-30,26.4,87,6.4,2
2020-12-31,26.3,91,0,2
2021-01-01,26.4,89,0,2
2021-01-02,25.5,92,9.4,3
2021-01-03,24.8,94,6.6,2
2021-01-04,26,90,2.1,2
2021-01-05,26.8,88,0,3
2021-01-06,25.3,94,61.8,2
2021-01-07,26.3,90,3.8,2
2021-01-08,26.2,90,0,2
2021-01-09,26.1,90,10.3,2
2021-01-10,25.7,92,0.1,2
2021-01-11,26.1,90,0.1,3
2021-01-12,26.4,90,7.3,2
2021-01-13,25.4,89,10.5,2
2021-01-14,26.3,87,3.2,2
2021-01-15,27,85,1,3
2021-01-16,25.9,87,0.5,3
2021-01-17,26.3,93,3.2,2
2021-01-18,25.4,91,54.4,2
2021-01-19,26.4,87,47.4,2
2021-01-20,26.2,85,8.7,2
2021-01-21,26.7,82,0,2
2021-01-22,26.5,88,0,2
2021-01-23,25.4,86,13.5,2
2021-01-24,27,83,0.3,2
2021-01-25,26.7,87,0,2
2021-01-26,26.5,84,0,2
2021-01-27,26.8,88,0,2
2021-01-28,26.3,86,8888,2
2021-01-29,26.1,93,3,2
2021-01-30,26.8,86,0.5,2
2021-01-31,26.1,89,0,1
2021-02-01,26.5,86,0,2
2021-02-02,25.7,92,0,2
2021-02-03,26.4,83,1.9,2
2021-02-04,26.1,91,0.2,2
2021-02-05,27,84,10.7,3
2021-02-06,27.4,81,0,3
2021-02-07,27.7,82,0,3
2021-02-08,27.5,85,0,3
2021-02-09,27.2,82,1.2,2
2021-02-10,28,86,0,3
2021-02-11,26.4,90,43,2
2021-02-12,26.7,86,0,2
2021-02-13,27,86,0,3
2021-02-14,27.9,81,0,3
2021-02-15,27.8,82,0,3
2021-02-16,26.6,83,0,2
2021-02-17,26.8,81,0,3
2021-02-18,26,86,0,3
2021-02-19,25.6,86,0,2
2021-02-20,26.4,81,3.8,3
2021-02-21,27.4,83,0,3
2021-02-22,27.6,81,0,2
2021-02-23,27.8,80,0,3
2021-02-24,27.2,81,0,3
2021-02-25,26.8,84,8.4,4
2021-02-26,27,84,8888,4
2021-02-27,27.1,83,,3
2021-02-28,27,84,0,3
2021-03-01,26.9,84,0,2
2021-03-02,27.2,82,0,3
2021-03-03,26.3,84,0.5,2
2021-03-04,26.6,84,8.9,2
2021-03-05,28,83,0,4
2021-03-06,26.5,88,8888,2
2021-03-07,27.2,84,8888,2
2021-03-08,27.2,80,0,2
2021-03-09,27.6,81,0,2
2021-03-10,27.6,83,0,3
2021-03-11,27.1,80,0,3
2021-03-12,26.9,86,0.5,3
2021-03-13,26.9,82,16.1,2
2021-03-14,27.1,85,0,3
2021-03-15,27.5,85,0,3
2021-03-16,27.3,87,0,3
2021-03-17,27.5,82,0,3
2021-03-18,27.5,84,0,3
2021-03-19,27.3,85,0,3
2021-03-20,28,80,0,3
2021-03-21,28.4,83,0,2
2021-03-22,27.8,82,0,3
2021-03-23,27.4,84,3.1,2
2021-03-24,26.9,86,0.2,1
2021-03-25,28.2,83,0.5,3
2021-03-26,27.9,80,5.1,2
2021-03-27,27.8,86,0.2,3
2021-03-28,27,83,3.5,2
2021-03-29,27.2,84,45.5,2
2021-03-30,26.7,88,0.3,2
2021-03-31,27.5,86,1.4,2
2021-04-01,28.4,80,0,2
2021-04-02,28.3,82,8888,3
2021-04-03,27.8,86,0,2
2021-04-04,27.3,85,0,3
2021-04-05,27.9,86,3.2,3
2021-04-06,28.2,84,0,2
2021-04-07,26.5,92,20,2
2021-04-08,27.5,85,4.6,3
2021-04-09,27.2,88,8888,3
2021-04-10,27.2,86,0,2
2021-04-11,26.8,88,0,2
2021-04-12,27.6,85,0,3
2021-04-13,25.5,90,8888,2
2021-04-14,26.6,90,8888,2
2021-04-15,27.2,86,7.2,2
2021-04-16,25.9,88,0,2
2021-04-17,26.8,83,0,1
2021-04-18,27.6,83,0,2
2021-04-19,26.3,87,0,2
2021-04-20,27.2,83,4.6,2
2021-04-21,27.8,83,0,3
2021-04-22,27.9,80,0,3
2021-04-23,27.2,88,8888,3
2021-04-24,25.9,90,73.3,2
2021-04-25,27.3,85,2.5,3
2021-04-26,27,86,0,2
2021-04-27,25.7,93,6.3,2
2021-04-28,27.5,84,1.4,2
2021-04-29,27.7,84,0,2
2021-04-30,26.8,89,0,2
2021-05-01,27.9,85,0,3
2021-05-02,28.1,84,0,3
2021-05-03,28.3,84,0,3
2021-05-04,28.5,85,8888,2
2021-05-05,27.3,83,2.4,4
2021-05-06,27.5,82,8888,2
2021-05-07,27.7,82,0,2
2021-05-08,27.3,87,0,2
2021-05-09,28.3,85,0.5,2
2021-05-10,27.5,88,8888,2
2021-05-11,28.5,85,0,2
2021-05-12,27.5,88,8888,2
2021-05-13,28,83,0,3
2021-05-14,27.5,86,0,3
2021-05-15,27.9,84,0,3
2021-05-16,28.2,85,1.5,2
2021-05-17,27.9,84,1,2
2021-05-18,27.4,86,1.9,2
2021-05-19,28.2,87,0,2
2021-05-20,28.2,84,8888,3
2021-05-21,26.9,88,0,3
2021-05-22,28.3,83,0,2
2021-05-23,28.3,83,0,3
2021-05-24,29,78,0,3
2021-05-25,28.8,80,0,3
2021-05-26,28,85,0,3
2021-05-27,26.4,91,3.1,3
2021-05-28,28.1,84,0.1,3
2021-05-29,28.6,84,0,3
2021-05-30,27.9,83,0,2
2021-05-31,26.5,89,0,3
2021-06-01,28,84,43.4,2
2021-06-02,27.8,88,0,2
2021-06-03,28.2,88,8888,2
2021-06-04,27.4,92,1.7,2
2021-06-05,27.3,85,39.8,2
2021-06-06,27.7,83,0.5,2
2021-06-07,27.9,84,0,2
2021-06-08,28,80,0.5,2
2021-06-09,26.9,87,0,2
2021-06-10,26.8,86,0,2
2021-06-11,27.9,84,0.2,3
2021-06-12,28.3,86,0,2
2021-06-13,26.9,88,10.5,2
2021-06-14,27.3,86,1.2,2
2021-06-15,28.2,82,0.2,2
2021-06-16,28.2,83,0,3
2021-06-17,27.9,84,0,3
2021-06-18,27,83,0,2
2021-06-19,27.8,84,0,2
2021-06-20,26.3,86,0,2
2021-06-21,26.4,86,0,2
2021-06-22,28.4,82,0,3
2021-06-23,27.4,78,0,3
2021-06-24,27.4,82,0,3
2021-06-25,26,84,10.2,3
2021-06-26,27.5,88,8888,3
2021-06-27,27.8,83,3.5,2
2021-06-28,26.2,90,0.8,2
2021-06-29,24.2,96,4.2,2
2021-06-30,26.2,84,42.9,2
2021-07-01,27.3,83,0,3
2021-07-02,26.7,90,10.5,2
2021-07-03,27.7,83,8888,3
2021-07-04,27.9,84,0,3
2021-07-05,27,88,0,3
2021-07-06,26.7,88,6.5,2
2021-07-07,27.9,85,0,2
2021-07-08,27.3,84,0,2
2021-07-09,27.8,86,0,2
2021-07-10,27.3,88,3.6,4
2021-07-11,25.7,90,11.3,2
2021-07-12,26.6,90,13,2
2021-07-13,26.9,88,3.3,2
2021-07-14,26.7,86,0,3
2021-07-15,27,87,0,2
2021-07-16,27.6,83,0,3
2021-07-17,28,80,0,2
2021-07-18,27.4,80,0,2
2021-07-19,27.7,80,0,2
2021-07-20,27.8,82,0,2
2021-07-21,28.6,81,0,3
2021-07-22,27.4,88,0,3
2021-07-23,28.1,80,9.2,2
2021-07-24,28.4,82,0,2
2021-07-25,29,82,0,2
2021-07-26,28.5,88,0,2
2021-07-27,28,82,0,3
2021-07-28,27.4,82,1.6,4
2021-07-29,26.7,88,13.3,2
2021-07-30,27.5,86,1.4,2
2021-07-31,26.9,85,0,3
2021-08-01,27.2,84,18.9,2
2021-08-02,27.6,81,0,2
2021-08-03,28.4,84,10.7,2
2021-08-04,26.9,85,55.2,2
2021-08-05,27.9,85,3.7,2
2021-08-06,28.3,80,0,3
2021-08-07,28.2,85,0,2
2021-08-08,27.8,85,0,2
2021-08-09,27.4,88,0.9,2
2021-08-10,26.3,90,1,2
2021-08-11,26.7,90,72.3,2
2021-08-12,27.3,84,0.4,3
2021-08-13,26.7,88,42,3
2021-08-14,26.3,90,21.2,2
2021-08-15,26.5,88,2.2,2
2021-08-16,26,92,15.1,2
2021-08-17,26.5,87,64.5,2
2021-08-18,24.4,92,31.3,2
2021-08-19,26,83,20.1,2
2021-08-20,25.6,90,0,2
2021-08-21,26.6,84,0.6,3
2021-08-22,26.1,89,10,2
2021-08-23,26.2,86,0.2,2
2021-08-24,26.1,87,0,2
2021-08-25,26.7,85,0.5,2
2021-08-26,26.9,82,0,3
2021-08-27,26.3,86,0,2
2021-08-28,27,84,8888,2
2021-08-29,27.1,82,0.1,2
2021-08-30,26.1,88,0,2
2021-08-31,26.5,88,2.1,2
2021-09-01,25.6,89,0.6,3
2021-09-02,27,85,60.1,3
2021-09-03,27.6,84,0.9,3
2021-09-04,26.5,92,8888,1
2021-09-05,27.1,86,6.6,2
2021-09-06,27.4,82,0,2
2021-09-07,28,81,0,2
2021-09-08,27.9,82,0,3
2021-09-09,26.5,86,68.7,3
2021-09-10,26.9,86,35.5,3
2021-09-11,27,92,8888,2
2021-09-12,27,86,0,2
2021-09-13,25.6,89,19.5,2
2021-09-14,27.4,83,0.7,2
2021-09-15,27.8,84,0,2
2021-09-16,27.7,85,0,3
2021-09-17,26.1,85,4.5,2
2021-09-18,26,88,0,2
2021-09-19,26.5,91,0.1,2
2021-09-20,26.3,88,31.2,2
2021-09-21,27.2,85,0,2
2021-09-22,25.8,88,0.8,3
2021-09-23,27.1,85,42.5,2
2021-09-24,27.7,84,0,2
2021-09-25,27.8,85,0,2
2021-09-26,26.3,91,0.4,2
2021-09-27,26.7,86,3.1,3
2021-09-28,27.3,83,8888,3
2021-09-29,26,93,91.5,2
2021-09-30,27.4,84,3.8,3
2021-10-01,27.5,83,0,3
2021-10-02,27.2,83,0,2
2021-10-03,28.2,82,0,2
2021-10-04,28,81,0,3
2021-10-05,27.4,84,1,2
2021-10-06,27.4,86,0,3
2021-10-07,27.4,84,0,2
2021-10-08,28.1,86,8888,2
2021-10-09,28.2,84,0,2
2021-10-10,28.5,86,14.9,3
2021-10-11,27.9,80,8888,2
2021-10-12,27.9,81,0,3
2021-10-13,28.5,81,0,3
2021-10-14,28.9,80,0,3
2021-10-15,28.6,81,0,2
2021-10-16,28.3,82,0,3
2021-10-17,27.8,82,8888,4
2021-10-18,26.4,83,12.5,2
2021-10-19,27.6,87,0.3,3
2021-10-20,25.9,91,49,2
2021-10-21,26.7,92,16.6,2
2021-10-22,26.9,91,8888,4
2021-10-23,27.1,88,6.1,3
2021-10-24,25.8,91,34.5,2
2021-10-25,27,86,1.3,3
2021-10-26,27.5,86,8888,3
2021-10-27,27,87,3.8,2
2021-10-28,27.5,91,0.1,2
2021-10-29,27.4,84,0.4,3
2021-10-30,27.6,87,0,4
2021-10-31,26.5,90,88.5,3
2021-11-01,27.2,89,8888,3
2021-11-02,26.8,89,81,3
2021-11-03,25.8,90,23,2
2021-11-04,26.9,86,1.5,3
2021-11-05,26.8,88,0,3
2021-11-06,27.5,88,20.8,3
2021-11-07,26.5,88,32.9,2
2021-11-08,27.1,86,0,3
2021-11-09,27.5,86,8888,3
2021-11-10,26.8,89,74.4,3
2021-11-11,26.7,90,5,3
2021-11-12,27,82,0.4,4
2021-11-13,27,86,0,2
2021-11-14,27.7,87,8888,3
2021-11-15,28,86,0,2
2021-11-16,27.3,88,2.7,2
2021-11-17,25.7,87,22,2
2021-11-18,25.9,92,0.7,2
2021-11-19,26.9,88,1.9,2
2021-11-20,26.9,88,3.6,2
2021-11-21,26.6,92,8888,2
2021-11-22,27.9,87,2.2,3
2021-11-23,27,86,3.5,2
2021-11-24,26.8,89,6.6,3
2021-11-25,27,84,8888,4
2021-11-26,26,90,40,2
2021-11-27,26.8,85,0.9,3
2021-11-28,26.6,88,10.1,4
2021-11-29,26.5,90,12.7,4
2021-11-30,27.2,87,0,3
2021-12-01,27.6,86,0,2
2021-12-02,26.4,88,0,2
2021-12-03,25.8,92,8.5,2
2021-12-04,25.4,91,0.8,3
2021-12-05,25.4,93,1.6,2
2021-12-06,26.1,89,54.9,2
2021-12-07,27.3,83,0,3
2021-12-08,26.9,87,0,2
2021-12-09,27,85,0,4
2021-12-10,25.3,92,40,2
2021-12-11,27,86,8.1,3
2021-12-12,25.9,90,2,3
2021-12-13,26.5,88,1.6,3
2021-12-14,27.2,86,0,4
2021-12-15,26.2,91,35.2,3
2021-12-16,26.7,88,1.4,3
2021-12-17,25.2,95,3.5,4
2021-12-18,23.3,98,92,4
2021-12-19,24.6,96,28.8,2
2021-12-20,26.2,88,9.2,2
2021-12-21,26.7,90,0,3
2021-12-22,26.7,88,18.1,3
2021-12-23,27.4,84,0,3
2021-12-24,27.4,83,0,2
2021-12-25,27.2,84,0,3
2021-12-26,26.9,86,0,3
2021-12-27,27.1,82,0,3
2021-12-28,26.8,82,0,2
2021-12-29,26.7,86,0,2
2021-12-30,27.3,87,0,4
2021-12-31,25.4,94,33.8,2
2022-01-01,24.9,93,5.8,2
2022-01-02,24.9,93,10.2,2
2022-01-03,26.8,84,0,3
2022-01-04,27,86,0,3
2022-01-05,25.8,86,9.8,3
2022-01-06,27,86,0,3
2022-01-07,27.1,82,0,2
2022-01-08,27.5,84,0,2
2022-01-09,27.4,86,0,3
2022-01-10,26.5,88,0,2
2022-01-11,26.3,88,0,1
2022-01-12,26.7,84,0,3
2022-01-13,27,83,0,3
2022-01-14,26.8,84,0,3
2022-01-15,26.9,81,0,2
2022-01-16,27.8,82,0,3
2022-01-17,27,85,0,3
2022-01-18,25.9,87,29.8,3
2022-01-19,26.8,78,0.1,3
2022-01-20,26.8,83,0,3
2022-01-21,26.7,84,8888,3
2022-01-22,26.4,86,0,2
2022-01-23,26.8,88,0,2
2022-01-24,26.9,84,3.4,2
2022-01-25,26.9,87,0,2
2022-01-26,26.2,88,1,2
2022-01-27,27.4,86,0,3
2022-01-28,26.4,84,0,2
2022-01-29,27.2,83,0,3
2022-01-30,27.8,82,0,3
2022-01-31,27,83,4.5,2
2022-02-01,26.9,86,0,3
2022-02-02,26.6,85,0,2
2022-02-03,26.6,87,0,2
2022-02-04,26.8,84,0.2,2
2022-02-05,26.5,85,0,2
2022-02-06,26.8,85,0,2
2022-02-07,27.6,84,0,3
2022-02-08,26,87,0,2
2022-02-09,27,86,8.1,2
2022-02-10,25.5,92,3.2,2
2022-02-11,26,82,14.4,2
2022-02-12,27,88,0.6,3
2022-02-13,27.5,84,0,3
2022-02-14,27.1,85,0,2
2022-02-15,25.7,91,23.2,3
2022-02-16,27.3,85,28.9,3
2022-02-17,26.3,88,4,2
2022-02-18,27.4,84,0.1,3
2022-02-19,27.8,86,2.1,2
2022-02-20,28.3,86,0,3
2022-02-21,27.1,84,0,2
2022-02-22,26.6,86,0,2
2022-02-23,26.5,86,0,2
2022-02-24,26.4,91,3.7,3
2022-02-25,24.9,90,5,4
2022-02-26,24.8,93,71.3,3
2022-02-27,25.8,89,2.5,3
2022-02-28,26.6,90,24.4,3
2022-03-01,26,88,15.6,2
2022-03-02,26.6,85,1.2,3
2022-03-03,27.2,86,0,2
2022-03-04,27.4,86,0,3
2022-03-05,26.9,88,7.7,3
2022-03-06,27.8,86,4.2,2
2022-03-07,27.1,88,25.8,3
2022-03-08,26.1,89,13.8,3
2022-03-09,26.9,86,0.6,3
2022-03-10,26.5,88,9.5,2
2022-03-11,27.2,86,0,3
2022-03-12,27.9,85,0,3
2022-03-13,27.3,87,0,3
2022-03-14,27.1,86,0,3
2022-03-15,28,85,0,3
2022-03-16,27.5,88,0,2
2022-03-17,26.3,89,1,3
2022-03-18,27.1,84,7,3
2022-03-19,28.5,84,0,3
2022-03-20,27.3,88,20.9,3
2022-03-21,27.6,88,0,2
2022-03-22,27.9,82,8888,3
2022-03-23,28.4,86,0,3
2022-03-24,27.3,90,4.4,2
2022-03-25,28.4,84,0,3
2022-03-26,28.2,83,0,3
2022-03-27,27.4,84,1.8,2
2022-03-28,27.8,86,8888,4
2022-03-29,27.9,82,0,3
2022-03-30,28.3,85,0,3
2022-03-31,26.5,90,30,2
2022-04-01,27.3,83,0.1,3
2022-04-02,27.4,89,0,3
2022-04-03,26.3,90,4.5,3
2022-04-04,26.9,84,0.1,3
2022-04-05,27.2,86,0,3
2022-04-06,26.5,88,0.6,3
2022-04-07,26.9,84,0.5,2
2022-04-08,26.7,84,8888,3
2022-04-09,26.8,88,0.6,2
2022-04-10,27.1,84,0,2
2022-04-11,27.5,82,0,2
2022-04-12,27.3,80,0,2
2022-04-13,28.1,84,0,3
2022-04-14,27.5,85,1.3,3
2022-04-15,27.4,84,16,2
2022-04-16,28.2,85,0,2
2022-04-17,28.8,77,0,3
2022-04-18,27.3,87,0,2
2022-04-19,27.8,84,1.3,3
2022-04-20,27.3,88,0,2
2022-04-21,28,84,0,2
2022-04-22,28.2,83,0,3
2022-04-23,27.2,87,0.2,2
2022-04-24,28,84,1.1,2
2022-04-25,28,82,0,3
2022-04-26,26.9,88,11.2,2
2022-04-27,28.6,84,0,2
2022-04-28,28.3,91,0,2
2022-04-29,28,81,0,2
2022-04-30,28.1,84,0,3
2022-05-01,26.9,88,8888,3
2022-05-02,27.5,83,0.4,3
2022-05-03,26.6,90,2.2,2
2022-05-04,28.3,84,0,2
2022-05-05,27.5,87,0,3
2022-05-06,28.1,84,8.9,2
2022-05-07,28.4,83,0.6,3
2022-05-08,27.6,86,8,3
2022-05-09,28.5,86,8888,2
2022-05-10,28.9,84,0,4
2022-05-11,26.4,88,42.5,2
2022-05-12,27.7,80,5.5,3
2022-05-13,28.3,85,0,2
2022-05-14,28.7,84,0,3
2022-05-15,28.1,85,0,2
2022-05-16,26.7,93,14.3,2
2022-05-17,28,85,1.5,3
2022-05-18,28.1,86,0,2
2022-05-19,28,82,0,2
2022-05-20,28,82,0,2
2022-05-21,28.5,80,0,3
2022-05-22,27,84,0,3
2022-05-23,28.2,84,0,2
2022-05-24,29,81,0,2
2022-05-25,25,96,40.6,2
2022-05-26,27,82,13.1,2
2022-05-27,27.6,84,0,3
2022-05-28,27.4,86,8.4,2
2022-05-29,27.5,86,0,2
2022-05-30,27.6,84,0,3
2022-05-31,28,81,0,2
2022-06-01,27.3,84,0,2
2022-06-02,27.7,84,0,2
2022-06-03,27.8,85,0.4,3
2022-06-04,27.2,84,7.6,2
2022-06-05,26.3,86,0,2
2022-06-06,27.3,86,8888,2
2022-06-07,26.3,88,2,2
2022-06-08,26.8,88,2.6,2
2022-06-09,27.3,84,0,2
2022-06-10,26.6,90,1,2
2022-06-11,26.7,86,1,3
2022-06-12,26.2,87,31,2
2022-06-13,26.9,83,1,2
2022-06-14,27.2,87,23.3,3
2022-06-15,27.5,88,0.4,2
2022-06-16,26.9,86,5.5,2
2022-06-17,26.4,88,0,1
2022-06-18,27.2,86,7.8,2
2022-06-19,26.9,84,8888,2
2022-06-20,26.3,84,1.2,2
2022-06-21,26.4,89,0,2
2022-06-22,26.3,86,3.9,3
2022-06-23,26.5,87,132.5,3
2022-06-24,25.7,90,121.2,2
2022-06-25,27.1,82,0,3
2022-06-26,27.2,84,0,2
2022-06-27,28.1,86,8888,2
2022-06-28,26.6,90,0.3,2
2022-06-29,27.8,84,8888,3
2022-06-30,27.4,83,2.6,2
2022-07-01,28.2,78,0,2
2022-07-02,29.1,78,8888,2
2022-07-03,28.7,79,0,2
2022-07-04,27.8,79,2.5,2
2022-07-05,27.8,85,0,3
2022-07-06,27.9,88,8888,2
2022-07-07,27.9,86,8888,3
2022-07-08,27.3,84,17,2
2022-07-09,28.5,79,6,3
2022-07-10,28.7,72,0,3
2022-07-11,27.3,82,1.3,2
2022-07-12,26.6,88,2,2
2022-07-13,27.8,84,0.6,2
2022-07-14,28,82,0,3
2022-07-15,27.4,84,0,3
2022-07-16,26.5,84,9.4,2
2022-07-17,28.4,84,0,2
2022-07-18,28.4,83,0,2
2022-07-19,27.1,90,8888,2
2022-07-20,27.6,84,0,2
2022-07-21,27.5,83,1.8,3
2022-07-22,26.3,84,0,1
2022-07-23,27.8,86,1.2,3
2022-07-24,25.9,87,6.5,2
2022-07-25,26.3,88,12,2
2022-07-26,26.8,84,8888,3
2022-07-27,27.1,84,0,3
2022-07-28,27.7,86,13.5,2
2022-07-29,27.9,82,1.5,3
2022-07-30,27.1,88,76.3,2
2022-07-31,27.7,85,0,3
2022-08-01,27.2,86,0,2
2022-08-02,26.9,85,0,3
2022-08-03,26.9,88,3,3
2022-08-04,26,87,3.2,2
2022-08-05,27.5,82,1.9,3
2022-08-06,27.2,84,1.8,2
2022-08-07,27.5,83,0,2
2022-08-08,27.1,78,0,2
2022-08-09,27.7,80,0,2
2022-08-10,28.2,80,0,3
2022-08-11,28,82,0,2
2022-08-12,28.2,83,2,3
2022-08-13,26.6,87,17.3,2
2022-08-14,27.5,83,0,3
2022-08-15,27.6,82,0.1,3
2022-08-16,26.5,82,44,2
2022-08-17,27.1,86,0.1,3
2022-08-18,24.7,92,37.7,2
2022-08-19,26.7,83,2.5,2
2022-08-20,26.9,82,0,2
2022-08-21,26.3,88,20.8,3
2022-08-22,26.6,84,1.7,2
2022-08-23,26.1,88,1.5,2
2022-08-24,27.1,84,5.7,2
2022-08-25,26.8,88,2,2
2022-08-26,27.2,87,5.7,3
2022-08-27,26.8,83,8.5,2
2022-08-28,25.8,88,0.8,2
2022-08-29,27,82,1,3
2022-08-30,26.6,85,0,3
2022-08-31,27.2,86,8888,3
2022-09-01,26.1,92,2.3,2
2022-09-02,25.3,91,10.3,2
2022-09-03,27.2,85,1,3
2022-09-04,26.8,81,0,2
2022-09-05,27.7,82,0,2
2022-09-06,27.6,84,0,3
2022-09-07,26.4,84,44.6,2
2022-09-08,27.3,83,0,2
2022-09-09,27.6,86,8888,3
2022-09-10,27.6,84,0,3
2022-09-11,26.7,84,0,2
2022-09-12,27.1,78,8888,3
2022-09-13,27.3,84,8888,3
2022-09-14,26.4,83,8,3
2022-09-15,26.3,82,8888,3
2022-09-16,27.4,81,8888,3
2022-09-17,26.8,84,34.1,2
2022-09-18,25.7,87,5.6,2
2022-09-19,27.2,83,0,2
2022-09-20,26.8,84,0,2
2022-09-21,26.9,78,8888,4
2022-09-22,26.2,84,31.5,2
2022-09-23,27.3,84,0,3
2022-09-24,26.4,86,10,3
2022-09-25,26.7,83,2.4,3
2022-09-26,27.1,83,0.4,2
2022-09-27,26.4,88,0.4,3
2022-09-28,26.3,89,12.3,2
2022-09-29,27.3,83,2.8,3
2022-09-30,26.5,89,1.5,2
2022-10-01,26,86,24,2
2022-10-02,27.1,84,0.8,1
2022-10-03,26.3,91,0.8,3
2022-10-04,26.2,86,15.8,3
2022-10-05,26.3,86,2.6,2
2022-10-06,26.4,87,3.2,3
2022-10-07,26.4,87,0,2
2022-10-08,26.5,88,8.4,2
2022-10-09,25.9,90,4.5,1
2022-10-10,27,84,0,2
2022-10-11,26.8,86,8888,3
2022-10-12,26.2,85,15.7,2
2022-10-13,26.8,88,1.7,2
2022-10-14,26.3,85,0,2
2022-10-15,25.6,91,2.2,2
2022-10-16,26.9,86,10.3,2
2022-10-17,27.1,82,0.1,2
2022-10-18,27.7,83,0,3
2022-10-19,27.3,84,52,2
2022-10-20,26.5,89,0,3
2022-10-21,27.2,83,3.5,2
2022-10-22,25.5,90,72.6,2
2022-10-23,26.8,85,0.2,1
2022-10-24,26.6,88,6.2,2
2022-10-25,25.7,92,30.2,2
2022-10-26,25.9,90,15.7,2
2022-10-27,26.5,89,2,3
2022-10-28,25.7,90,0.1,3
2022-10-29,26.7,88,2,3
2022-10-30,26.5,89,0.4,3
2022-10-31,26.6,87,14.1,2
2022-11-01,26.3,90,93.9,4
2022-11-02,26.4,84,15.7,3
2022-11-03,27.2,83,0,3
2022-11-04,25.8,89,8888,2
2022-11-05,26.8,84,7.6,2
2022-11-06,26.5,88,8888,2
2022-11-07,26.3,88,56.1,2
2022-11-08,27.4,84,0.1,3
2022-11-09,27.1,87,1,3
2022-11-10,25.9,90,15,3
2022-11-11,25.2,91,7.4,4
2022-11-12,25.6,94,23.7,2
2022-11-13,26.3,90,0,2
2022-11-14,26,88,4.1,3
2022-11-15,26.3,87,32.4,2
2022-11-16,27,86,8888,2
2022-11-17,26.1,89,8.5,2
2022-11-18,26.7,88,0.1,3
2022-11-19,26.7,85,80.1,3
2022-11-20,27.1,84,0.9,3
2022-11-21,27,86,14.6,3
2022-11-22,27.4,86,0,2
2022-11-23,27.1,84,3.2,2
2022-11-24,26.6,90,0,2
2022-11-25,27,82,34.6,2
2022-11-26,27,88,0,2
2022-11-27,26.9,88,0,2
2022-11-28,27.1,86,0,2
2022-11-29,26.7,88,4.8,2
2022-11-30,27,86,0.2,3
